merchant,category
130a9eefe2,Low Volume
131192796c,Average
131634510f,Very Low Volume
131a1edf9c,Average
131e785332,Average
1320577348,Average
132448769,Single Tx
132770f6c4,Average
132921b1f4,Single Tx
133251a9f0,Average
13357b0f0f,Average
13457a20fb,Average
1356b22d93,Average
13615f80ce,Average
13742f581e,Single Tx
137bbbe408,Average
137e9ab941,Low Volume
137e9eadcd,Average
138000cadb,Very Low Volume
13816eb7aa,Average
1386ab9a2f,Average
13887fc5e3,Average
138cbcba87,Average
138cc20171,Low Volume
13a607c373,Very Low Volume
13a67b8336,Average
13a8bab7c6,Low Volume
13ae49f540,Single Tx
13afa27111,Low Volume
13b4672b25,Average
13b50e476f,Very Low Volume
13b8e7039e,Average
13bf137201,Low Volume
13c43b8d4b,Very Low Volume
13c7f0fe7a,Single Tx
13cbad1125,Low Volume
13ccf022e5,Average
13ce0fe7c0,Low Volume
13d1af8e0a,Average
13dbe6dc9d,Low Volume
13dc2dbc13,Average
13de70ec06,Average
13e122d003,Average
13e7856ebc,Very Low Volume
13e89f1b4a,Average
13ebe7a4fc,Average
13ec1539dd,Average
13efd60288,Average
13f11a0685,Average
13f1fd12c0,High Vol: High Tx Amount + Low Freq
13f6ef5203,Very Low Volume
13fd2960ef,Single Tx
1402deb603,Average
1407d62a94,Low Volume
140e424756,Single Tx
140eebf9db,Very Low Volume
1415d6d567,Average
1418fff7ed,Average
141f455334,Average
14241f5031,Average
142835b78d,Average
1428be8217,Average
142a17d8e3,Single Tx
14306c896e,Average
143d076a41,Low Volume
1450a7241f,Average
1455905337,Low Volume
145a79e60d,Average
146469480a,Single Tx
14671b74bd,Low Volume
146dc43d6d,Average
147a135ecf,Average
147cd24344,Average
14807adfeb,Average
148a2908ca,Low Volume
14904b683c,Average
14942b60a0,Average
149aa9b00c,Low Volume
149e2ab6ec,Average
149eb2cca9,Very High Volume
149ef55449,Average
14a148b059,Average
14a3b2a088,High Vol: Low Tx Amount + High Freq
14a4fef561,Average
14a6a7bec6,High Vol: High Tx Amount + Low Freq
14a715589a,Average
14aadb4a63,Average
14aaf54668,Very Low Volume
14b06b76ca,Average
14b4c07e0b,Single Tx
14bb7e53c7,Low Volume
14bda6bd12,Average
14bf0d42f9,Single Tx
14c558af7d,Very Low Volume
14c82c0058,Average
14cea414a3,Single Tx
14d4bbfee8,Average
14d9087ff1,Low Volume
14d9bfdbdd,Low Volume
14e0a3c4e1,Average
14e338ae98,Average
14eadec58f,Average
14ef7b7dd4,Average
14f28a93a2,Low Volume
14f40731f3,Single Tx
14f789ac6a,Average
14fb37c54a,Average
14fe921e49,Single Tx
150579602e,Average
151035d017,Average
15208ed828,Single Tx
15276e9757,Very Low Volume
152bc23b2e,Low Volume
1544f17f15,Average
1547182ac5,Average
154aa2a187,Single Tx
154af8b163,High Vol: High Tx Amount + Low Freq
155300a271,High Vol: High Tx Amount + Low Freq
1553a89749,High Vol: High Tx Amount + Low Freq
1554c78db5,Average
1556c326ad,Low Volume
155782f203,Average
155bf65c78,Single Tx
155f9c4e52,Average
1569c6b764,Single Tx
1576fcba87,Average
1577a750bb,Average
1578ac7028,High Vol: Low Tx Amount + High Freq
157a71d180,Average
1584641fc7,Average
1585bd0dea,Single Tx
15864c9929,High Vol: Low Tx Amount + High Freq
15881ae66a,Very Low Volume
158c066755,Average
158e05f3e1,Very Low Volume
1595e91cd1,Average
1597cc1224,Average
1598569db2,Single Tx
159ca2f750,Very Low Volume
159d4e635c,Average
15a27f4bb1,Average
15a620c0f1,Average
15acd148b7,Low Volume
15b1a0d61e,Average
15b77d3577,Average
15b808ac3f,Average
15c4c4655c,Average
15d4721b59,Single Tx
15efc40166,Single Tx
15f476667b,High Vol: High Tx Amount + Low Freq
15f6e311ad,Average
15f742e0d1,Average
16069dd1ca,Very Low Volume
160c77a6ff,Average
16181208cc,Low Volume
16249cc125,Average
16326bbb96,Average
1632e0b9bf,Average
163304a399,Average
163391c2bf,Very Low Volume
163e36112b,Average
1643f62942,High Vol: High Tx Amount + Low Freq
16445475fa,High Vol: Low Tx Amount + High Freq
164ba405db,Average
164c1cae0a,Average
164d2b114e,Average
164e50095e,Average
165142c54a,Low Volume
165211ffda,Average
1655a90627,Average
165d0f1379,Average
165de1140a,Single Tx
165f3ec66e,Average
166511ee69,Low Volume
166964b9e9,Very Low Volume
167a8f2997,Average
167acee425,Single Tx
167f8c221b,Average
16845f32c0,Single Tx
16855bcced,Average
168c8a1d41,Average
168d23f220,Average
1694636893,Average
169841a251,Low Volume
169c26816a,Very Low Volume
16a13098ae,Average
16acd8f383,Very High Volume
16b066518f,Very Low Volume
16b568932a,Average
16b8a59b8a,Low Volume
16baa8cec9,Average
16be482ed7,Average
16cd0d5ef3,Low Volume
16cd9fe8ee,Average
16d27e0e60,Very Low Volume
16d65ffe76,Average
16de340ada,Low Volume
16e40c6c0d,Average
16ee15b221,Average
16f1fb0376,Average
16f23b6afc,Average
16f81b7a25,Average
16f83ada3e,Single Tx
16fe671dab,Average
170137143f,Average
170acb3c00,Average
170ba764bb,Average
17103c910e,Single Tx
1710995613,Average
1712e5c1d9,Average
1716b8a43a,Single Tx
1718d01b43,Single Tx
171ae632a7,Average
171fd8521e,Average
172ebd7af6,Single Tx
17317b70ec,Average
1732b09f94,Low Volume
173b7c09c6,Average
173d155d75,Low Volume
1743223511,High Vol: Low Tx Amount + High Freq
1744c4c4fe,Single Tx
174b5259c0,Average
17601fe179,Average
1761459eba,Average
1761f8b601,Average
1768522077,Average
17702bb41f,Average
17721d040a,Low Volume
177284ba93,Single Tx
1774650e0c,Average
178168d7f3,Average
1785c79ada,Single Tx
17862b3d2d,Low Volume
17876e32c5,Average
1789c0a39b,Average
178e543a62,Average
17942de3cd,Average
1794bfa562,Average
17986674f8,Single Tx
1799e16cf7,Average
179feddfe0,Low Volume
17a2ef7528,Low Volume
17a38bda07,Single Tx
17a45e9e4d,Average
17a5cb743f,Average
17a975b080,Average
17a9e8de1b,Very Low Volume
17aa157efd,Average
17b1b2d202,Very Low Volume
17b66ae894,Average
17b9c310f2,Average
17bd15fa06,Single Tx
17bdce7065,Average
17be4373b0,Average
17bed86e22,Average
17bf26dfbd,Very Low Volume
17c5654aca,Low Volume
17d15f6cf3,Low Volume
17d982254a,Average
17ddf49c15,Very Low Volume
17e24ce7ad,Average
17e56245c9,Single Tx
17e8864e72,Average
17ecc0fa2d,Average
17f1fed8f5,Low Volume
17f71fe442,Single Tx
17fb4de4b6,Single Tx
17fbac38b3,Average
17fd7ff724,Single Tx
18055044f9,Average
180895c017,Low Volume
180b29b7c9,Low Volume
180f18e056,Low Volume
1814228096,Average
18146c1e94,Average
1818afec49,Average
181dc0e864,Average
1820e9a27a,High Vol: High Tx Amount + Low Freq
1821d438d9,High Vol: High Tx Amount + Low Freq
18224e435e,Average
182691710b,Low Volume
1827e7166f,Average
1828a6f256,High Vol: High Tx Amount + Low Freq
182e81aa25,Average
182f5b9a8b,Very Low Volume
1833bb82ad,Average
183c9d7fc1,Average
184ef830db,Average
184f3ef3fc,Average
186212cf92,Very Low Volume
18669a8590,Low Volume
1868716588,Average
186fd2ae75,Average
187fd6c488,Average
18809aa2e9,Very Low Volume
188ad51cde,Average
1893d158f6,Average
189d8c4a91,Average
18a66d25aa,Average
18aa4c0f37,High Vol: High Tx Amount + Low Freq
18b36ae840,Average
18b719af7b,Average
18b9ec16e2,Average
18bd6216a9,Low Volume
18bdd22f89,Single Tx
18c3d3f389,Low Volume
18c9bd1250,Single Tx
18caaa9978,Low Volume
18cb7ccbf8,Average
18cd5e8c8e,Average
18cf9c3222,Average
18cfe5cd08,High Vol: High Tx Amount + Low Freq
18d81cbaf5,Average
18da26c984,High Vol: High Tx Amount + Low Freq
18f18c86c8,Average
18f30c8914,Average
18f6dc371e,Average
18fb6461b5,Average
18fd6637ae,Average
1901a9c961,Single Tx
190e5edfd6,Average
1910d748f5,Average
191a94befe,Average
191b30364f,Average
191ec6544b,High Vol: Low Tx Amount + High Freq
1922afdc41,Low Volume
1926d0b8cc,Low Volume
192dde06bd,Average
192f266687,Average
193494b440,Average
193a2e8631,Very Low Volume
1943245ad9,Average
194ab76277,Single Tx
194b7cb2f7,Average
194bdd5d7c,Low Volume
1952a7ac4d,Average
19591eb4d4,Average
195b8405e7,Average
195c79824d,Average
195efdadf4,Low Volume
19624f3547,Average
1964558404,Low Volume
196bbeaad4,Average
197f6c5552,Average
1982c3bff6,Average
198b0acaaa,Low Volume
198b2c0090,Average
1993a143e9,Low Volume
199c0c4959,Average
199dd80af9,Single Tx
199e1ac30f,Average
199fc897d8,Average
199ffe6491,Average
19a79b43e0,Average
19a90cab6e,Low Volume
19aa9ac4be,Single Tx
19afad4385,Average
19b01ae86d,Low Volume
19b0430685,Low Volume
19ba6cf40e,Average
19bcda3c29,Average
19bcdfd6a7,Single Tx
19c37f1207,Average
19db0e8d83,Low Volume
19deb19da6,Average
19e514b53c,Very Low Volume
19e6d0e696,Average
19e93ea38c,Very Low Volume
19e9a94402,Average
19eb1fc133,Average
19ec50fc46,Low Volume
19f57c42d3,Average
19fbc983e7,Average
1a0717ed4a,Low Volume
1a0991219e,Average
1a0a3b5e26,Average
1a0c36381c,Average
1a1d3fd9ce,Average
1a2646e34d,Average
1a2794e595,Low Volume
1a2a12a70b,Average
1a2b71397e,Average
1a2bed1249,Average
1a2e18049d,Average
1a30367739,High Vol: Low Tx Amount + High Freq
1a35d69697,Average
1a3769d3f8,High Vol: Low Tx Amount + High Freq
1a3a6336fe,Very Low Volume
1a50eb13f8,Average
1a52f2e3dd,Average
1a5aebba1a,Very Low Volume
1a5ba7f6ac,Low Volume
1a5fa12b12,Average
1a6162ff42,Single Tx
1a644dd744,Average
1a64876548,Low Volume
1a667a2adf,Average
1a67927045,Single Tx
1a68ce0495,Single Tx
1a6c53e6fd,Average
1a6e3dd0e2,Very Low Volume
1a76c7da4f,Single Tx
1a7c129c96,High Vol: Low Tx Amount + High Freq
1a7ca052df,Very Low Volume
1a7cb2cde7,Average
1a7f80214a,Single Tx
1a810ffe5e,Average
1a81ddd8c8,Average
1a90505dad,High Vol: High Tx Amount + Low Freq
1a928b7583,Average
1a9632fb85,Average
1a9eabd34f,Average
1aa0a227bf,High Vol: High Tx Amount + Low Freq
1aa4d3e1f8,Average
1aab44fc50,Average
1aab4502a1,Average
1ac59fb42c,Very Low Volume
1ac9ece186,High Vol: Low Tx Amount + High Freq
1acf3d7fbf,Very Low Volume
1acf86e2bb,Low Volume
1ad2dd20c2,Average
1ad7a45b9d,Average
1ad9d7e350,Average
1add1dc85e,Average
1ae423cee7,Very Low Volume
1ae9bc8a16,Average
1aeb8c0d08,Average
1aee0e93f3,High Vol: High Tx Amount + Low Freq
1af531e42f,Average
1af5ed3442,Average
1af622034a,Average
1b019080dd,Average
1b02f2ba3c,Low Volume
1b02f5097a,Average
1b06434c16,Average
1b12725cfb,Average
1b26a155eb,Average
1b2813b1f4,Average
1b2ac8c2bd,Average
1b2f2370e3,Average
1b3024d6a6,Low Volume
1b349e0e50,Low Volume
1b3ede95e7,Very Low Volume
1b439f28ba,Average
1b4560775f,Low Volume
1b548a5243,Average
1b5a2ea8d2,Single Tx
1b5c6c3cdf,Average
1b5f31cbfc,Average
1b619e638f,Average
1b667eb648,Low Volume
1b6c11a82d,Low Volume
1b6cf65193,Low Volume
1b74ca88b5,Single Tx
1b7740f14f,Average
1b7e233ec9,Low Volume
1b80ddff46,Average
1b8636e3c7,Average
1b87d2d56d,Average
1b8d725a80,Average
1b9595f8f1,Low Volume
1ba1fd48e6,Single Tx
1ba56cfd05,Average
1bb02f7dba,Average
1bb98dc00f,Average
1bbe278683,Average
1bca0daf36,Average
1bd00a9233,Average
1bd4aadcc0,High Vol: High Tx Amount + Low Freq
1bd8aa7f2a,Low Volume
1bdb568337,Very Low Volume
1bdd8d7b1c,Low Volume
1bdf65f068,Average
1be19e6937,Average
1beac8d7c8,Average
1beafcae5b,Average
1bee0f1bea,Low Volume
1bf50191d4,Very Low Volume
1bf850144e,Low Volume
1bffb04a4e,Average
1c00fcc837,Average
1c12a76bb3,Average
1c1e073777,Average
1c1fa6ea5f,Average
1c22e31d2d,Very Low Volume
1c26fee064,Single Tx
1c2caa4359,Average
1c2d26a886,Average
1c2e687126,Single Tx
1c314982e5,Average
1c3971cb3f,Average
1c3b56ec39,Average
1c43302e54,Very Low Volume
1c48c02a8d,Average
1c4b0ca466,High Vol: Low Tx Amount + High Freq
1c57da028f,Average
1c5956d571,Average
1c61231852,Average
1c6632ebd7,Average
1c74a5fa38,Very Low Volume
1c75cca43d,Average
1c7876180f,Single Tx
1c791d552a,Low Volume
1c7b4b16b8,Average
1c7e9e466a,Average
1c8a55353a,Average
1c8b539073,Average
1c8beb6081,Single Tx
1c8e841132,High Vol: Low Tx Amount + High Freq
1c9a2c4033,Single Tx
1c9c26b759,High Vol: Low Tx Amount + High Freq
1c9cb0ecc0,Average
1c9df03971,Low Volume
1ca3ae9a19,Average
1ca3f9547d,Low Volume
1ca7c6fa36,Low Volume
1caa031ffe,Average
1cab5cf62a,High Vol: High Tx Amount + Low Freq
1cb54c4e3d,Low Volume
1cb84f4625,Low Volume
1cb9d1e8fc,Single Tx
1cc436c302,Low Volume
1cc450bf24,High Vol: Low Tx Amount + High Freq
1cd2d54bd5,Average
1cd5e7fdb3,Average
1cd9074387,Average
1cea84e10b,Very Low Volume
1ceb155700,Average
1ceb184610,Average
1ced5ae2c2,Average
1cef88a157,Average
1cf2fb39a8,Average
1cf395f80a,Average
1cf57fa0ea,Low Volume
1cf9bd1859,Average
1d090efffe,Average
1d0aec6e43,Average
1d0b97e2dd,Average
1d0c5c25ae,Low Volume
1d0eb970f9,Average
1d16fd20f4,Low Volume
1d1e291a5b,Average
1d1fc7951d,Average
1d26f2e769,Very Low Volume
1d276d454e,Average
1d3569fe0d,Average
1d361f08e6,Average
1d3fdbcb54,Average
1d43a06362,Average
1d48248467,Single Tx
1d49434ad8,Average
1d4a86f434,Low Volume
1d4c048815,Low Volume
1d4f85f9e6,Low Volume
1d5006eb2c,Very Low Volume
1d516c0724,Low Volume
1d528c3c4b,High Vol: Low Tx Amount + High Freq
1d57c11bcd,Average
1d5a844f3d,Average
1d5e86fa15,Low Volume
1d6628b530,Average
1d67208c05,Low Volume
1d72cc8236,Single Tx
1d7ce02468,Single Tx
1d7d0b0727,Average
1d7d7d0560,Low Volume
1d82b0fcab,Average
1d837d925c,Single Tx
1d848c0b21,High Vol: High Tx Amount + Low Freq
1d8a1eabf3,Single Tx
1d931498a9,Very Low Volume
1d95026f55,Low Volume
1d9ab9e4f2,Average
1d9f62e046,Low Volume
1da19f4569,Very Low Volume
1db0eed322,Average
1db82b4eb1,Average
1dbff06572,Low Volume
1dc37fc7d3,Single Tx
1dd28bc62f,Average
1dd4352c39,Average
1dd6644adc,Low Volume
1dd9c357d5,Average
1ddaea9838,Very High Volume
1ddbf0a825,Average
1de1bcf206,Average
1de5b6da60,Average
1de8f93cb8,Single Tx
1df50672a1,Average
1df5b5f888,Average
1e011f35dd,Average
1e03789273,Average
1e049e7033,Low Volume
1e0eb545d0,Low Volume
1e1456e493,Average
1e1af9bd33,Low Volume
1e1edc486a,Average
1e1eedf7db,Single Tx
1e21b3f8ce,Single Tx
1e21dd5312,Low Volume
1e26f9d71a,High Vol: Low Tx Amount + High Freq
1e26fe7a1b,Average
1e2973c490,Single Tx
1e2db71149,Single Tx
1e31387ff6,High Vol: Low Tx Amount + High Freq
1e32603c75,Average
1e35fe7a0c,Very Low Volume
1e3abc9821,Low Volume
1e3e0573ff,High Vol: High Tx Amount + Low Freq
1e3f4f2399,Very Low Volume
1e41a152d4,High Vol: High Tx Amount + Low Freq
1e44a4d7da,Low Volume
1e4db4f43e,Low Volume
1e56c26020,Single Tx
1e59e29ddb,High Vol: Low Tx Amount + High Freq
1e6011a1ac,Average
1e744ac0ec,Average
1e77edcd42,Low Volume
1e88757a68,Average
1e8a3d6c38,Average
1e90d0c62c,Single Tx
1e941a2507,Very Low Volume
1e9579e904,Low Volume
1e9a068842,Average
1e9f2cda91,Average
1e9fd06e04,High Vol: High Tx Amount + Low Freq
1ea2c6dc92,Average
1ea49ae238,Average
1eb227a30c,Average
1eb34f8cf8,Average
1eba9adc69,Single Tx
1ec37960e4,Single Tx
1ecd74515b,Single Tx
1ee3af0bba,Average
1ee596339f,Average
1ee88a3e65,Single Tx
1eec285b6c,High Vol: High Tx Amount + Low Freq
1eec3ea7b8,High Vol: Low Tx Amount + High Freq
1eec72b478,Average
1eed79cde3,Average
1eef7a6dd1,Low Volume
1eef99d75a,Average
1eeff73184,Single Tx
1ef306f639,Average
1ef489502c,Average
1ef676f1f3,Average
1ef9c8bbea,Average
1efaf130a7,Average
1efb3bee75,Average
1efd59ec8b,Very High Volume
1f1a83f63d,Low Volume
1f1cdafe74,Average
1f2563772d,Average
1f2725cde2,Average
1f2b7b9059,Single Tx
1f2c8b9202,Single Tx
1f3b887e6f,Very Low Volume
1f3d4a912b,Very Low Volume
1f3f3cfe5d,Single Tx
1f4212a1e1,Average
1f428636cf,Single Tx
1f4386f5c0,Average
1f4d548e07,Average
1f4dcb00f8,Average
1f5f2284bf,Average
1f5f2aa7de,Very Low Volume
1f62a7cda4,Low Volume
1f6b41797c,Average
1f6f538f9b,Low Volume
1f707bbed0,Very Low Volume
1f7afa0f5d,Single Tx
1f80af9fd1,Low Volume
1f88a6f6d7,Very Low Volume
1f8f57f837,Single Tx
1f926955a4,Average
1fa5b4b1ab,Average
1fad68c321,Single Tx
1fae8279bf,Average
1fb35a641d,Average
1fb3a4b8a1,Very High Volume
1fb8ac7bc2,Very Low Volume
1fb9b5d5e8,Average
1fc0270fee,Average
1fc02f9390,Single Tx
1fcf27967c,Average
1fd9f14595,Average
1fdd6f118c,Average
1fddd8439c,High Vol: High Tx Amount + Low Freq
1fdfda89ac,Average
1fe344adcb,Average
1feab30dd9,Average
1ff0852679,Single Tx
1ff1c10371,Average
1ff9fa5943,Average
1ffe4a475c,Average
2.18E+11,Average
2.43E+08,Low Volume
2.60E+07,Average
2.64E+17,Average
2017052482,High Vol: Low Tx Amount + High Freq
202431a985,Average
2026805201,Average
2030cde594,Low Volume
2030ed36de,Average
203d765bf4,Single Tx
203eaafede,Average
20490c0055,Low Volume
204a1c4c9d,Average
204a3bd9c8,Average
204ae66ae6,Average
205577ab13,Average
2064d4cf1b,High Vol: High Tx Amount + Low Freq
2067d27f60,Average
2069079503,High Vol: Low Tx Amount + High Freq
206d5977b8,Average
206ef2b25d,Average
207081db33,High Vol: High Tx Amount + Low Freq
2077cf8c4c,High Vol: Low Tx Amount + High Freq
207ae0635c,Average
207cc1c4a7,Very High Volume
207dd167c0,Single Tx
207fea4298,Low Volume
2084b16751,Average
2084d8bc96,Average
2089420953,Single Tx
2089e0a87b,Low Volume
208ffa7ac6,Average
20921997c3,Average
209389fd86,Average
2094e9640c,Very Low Volume
209737913,Average
209828c491,Average
2098548dad,Average
209a811e7c,Very Low Volume
20a56fb953,Average
20b1189157,Average
20b94b8c41,Average
20cd870d7d,Average
20d4589c04,Average
20dc84f01f,Average
20e07d2dc4,Average
20e3712f9b,Low Volume
20e4739855,Low Volume
20e5b96480,Average
20e7708d82,High Vol: High Tx Amount + Low Freq
20f0fd2ce2,Average
20f247f952,Average
20f779b42a,Average
20fba59cc0,Low Volume
2106694aa4,Single Tx
21070c1b77,Average
210c323825,Average
2118536015,Average
211888e868,Single Tx
211ca1d417,Single Tx
2123e53c5d,Average
2129063584,Average
2129c73af1,High Vol: Low Tx Amount + High Freq
212aedbe72,Average
21313c3ba6,Average
21398c871d,Average
213c094a5b,Average
2140391578,Average
2140cd7d8f,Average
21438ee1e5,Average
214a339e28,Low Volume
214e8d5bb4,Average
21517d9026,Very Low Volume
21530ab727,Low Volume
2159337d13,Average
215c1a4ff5,Average
2161a2ba39,Average
2173777bfc,Average
21754315f5,Average
218a5d662e,Very Low Volume
2192a5ff42,Average
219870d1e5,Average
21990679f4,Average
219945ec85,Low Volume
219f9df675,Average
21a14eba2f,Average
21a358daca,High Vol: High Tx Amount + Low Freq
21aeaa9f8c,Average
21b3423106,Average
21bb8e49e3,Low Volume
21c97db061,Low Volume
21cb6d55bc,Low Volume
21ce4a8224,Single Tx
21cf627a2b,Average
21d5ecbd76,Average
21d8b763ca,Average
21dcd23c79,Average
21dfee0453,Average
21e64656ff,Average
21e8b9f270,Average
21eaa279e1,Very Low Volume
21eacd45ef,Average
21f15e1eea,High Vol: High Tx Amount + Low Freq
21f7221fb3,Average
21fd00cd16,Average
220337d878,Average
220423ef82,Average
220426c491,Average
2204a78369,Low Volume
2213b8df8f,Single Tx
2218d4d6a9,Average
221b81de62,Single Tx
2220fd2bb1,Single Tx
22246dfec6,Low Volume
2227078f92,Average
222d3b4cfc,Average
222e5f71c2,Average
222f41854f,Average
2232f19dac,High Vol: Low Tx Amount + High Freq
223a2ab3d6,Average
223dacb7c4,Average
2241d15ac0,Average
224696e760,Average
22480850b8,Very Low Volume
224863d15c,Single Tx
224a374b1e,Single Tx
224e6faf23,Average
2255ff1fa5,Single Tx
225950ead2,Average
22614c10ca,Average
22619b1439,Average
22661786bf,Low Volume
2267b6347d,Low Volume
226b5843c8,Average
227f469ad2,Average
2285c06d88,Average
228e7e503a,Average
2291d1dad0,Single Tx
229364d822,Average
22a365f8f1,Average
22a94261a4,Average
22aa0dbd85,Average
22b192fec6,Average
22b7781667,Average
22bcfbab2f,Average
22beb8aa76,Single Tx
22c1b5fbf1,Average
22c4906d8a,Average
22d39572be,Average
22d4907cbc,Very Low Volume
22d846dbca,Average
22de1e3be8,Average
22e2a51690,Low Volume
22e361c366,High Vol: Low Tx Amount + High Freq
22e90e8763,Average
22ecd9d89d,Average
22fc61c69b,High Vol: Low Tx Amount + High Freq
230a33cd7f,High Vol: Low Tx Amount + High Freq
230ea6fd3a,Average
230f30a397,High Vol: High Tx Amount + Low Freq
2312b32965,High Vol: High Tx Amount + Low Freq
23153fec4a,High Vol: High Tx Amount + Low Freq
23209cfe8a,Average
23250639a0,Low Volume
23322d2eec,Average
233338b435,Average
23345cf779,Average
233acf363d,Average
233bac1722,Average
2342a8e3e6,High Vol: Low Tx Amount + High Freq
23444c0f04,Average
234486bc38,Average
23463e37b4,Average
234b6ec776,Average
234bd8a5ef,Average
235d1412f0,High Vol: High Tx Amount + Low Freq
2361d98bfb,High Vol: High Tx Amount + Low Freq
23632e4e6f,Average
2367f68937,Average
236d8d76e3,Average
236e081276,Average
237325f551,Average
237d6f6be2,Average
237f3ff313,Low Volume
2380e56c8c,High Vol: Low Tx Amount + High Freq
2385132f8a,Low Volume
23855c2af5,Average
2386c0348b,Average
2386e5695a,Average
23892d1759,Average
238c549b34,Average
238fb02cfb,Average
23Dec89880,High Vol: Low Tx Amount + High Freq
23a37f21f8,Very Low Volume
23ad8a33ce,Average
23bb5c698b,Very Low Volume
23be6909ca,Low Volume
23c0148675,High Vol: High Tx Amount + Low Freq
23c0e33dfa,Low Volume
23c24c59f5,Single Tx
23c24d424a,Low Volume
23c27a3955,Single Tx
23c60d67e5,Average
23c80a31c0,Low Volume
23ca6d935b,Low Volume
23cabd6a6d,Very Low Volume
23cff99b1e,Average
23d1996f83,Low Volume
23d8f8e08e,Average
23db8ab47f,Average
23e34475ac,Average
23e545800d,Single Tx
23e6cc460a,Low Volume
23ea96f613,Single Tx
23eac36c6a,Single Tx
23eb5c0ef4,Single Tx
23f7a2b8b5,Average
23f9a957a8,Single Tx
23fb583e01,Average
23fbd13ddb,Low Volume
23fbfc4509,Average
23fd49b148,Very Low Volume
23ff830d69,Average
2401020545,Very Low Volume
240c01e114,Single Tx
2418cf4d4c,Average
2418f6f956,Very Low Volume
242a806830,Single Tx
2431039020,Average
2436f13af1,Average
243ce2c921,Low Volume
243cf0f222,Average
243f022c75,Average
24432e3f75,High Vol: Low Tx Amount + High Freq
2445deea28,High Vol: Low Tx Amount + High Freq
244b2acdf7,Single Tx
245043a00e,Low Volume
24520ef890,Single Tx
245b33add2,Average
245e66bc17,Average
2463a48ba9,Single Tx
